Date,Area,WSA,TA,DA,RHA,RA,UVA,PSA,WDA
13-Mar-20,8075574.5,1.33,24.26,18.23,70.25,0,1.77,100.18,150.81
14-Mar-20,8075574.5,1.46,23.94,18.53,73.06,0,1.69,99.97,140.62
15-Mar-20,8075574.5,1.45,23.9,18,71.06,0,1.55,99.94,187.38
16-Mar-20,8075574.5,1.45,23.87,16.65,65.88,0,1.7,100.03,225.44
17-Mar-20,8075574.5,1.56,22.93,14.52,61.88,0,1.66,100.18,244.12
18-Mar-20,8075574.5,1.72,22.27,15,65.06,0,1.65,100.05,269.81
19-Mar-20,8075574.5,1.37,22.83,13.77,58.75,0,1.62,99.93,205.94
20-Mar-20,8075574.5,1.23,23.1,14.44,59.88,0.02,1.34,99.85,215
21-Mar-20,8075574.5,1.34,23.08,14.66,61.06,0.22,1.13,99.93,128.69
22-Mar-20,4083703.1,1.3,22.19,15.33,66.75,4.46,0.94,100.06,132.62
23-Mar-20,4083703.1,1.34,22.25,16.22,69.94,0.29,1.55,100,179.94
24-Mar-20,9290023.1,1.07,23.09,16.3,67,0.08,1.4,99.86,182.19
25-Mar-20,9290023.1,1.25,24.48,16.66,63.5,0,1.84,99.7,170.69
26-Mar-20,9290023.1,1.25,24.97,17.57,64.69,0,1.61,99.81,209.06
27-Mar-20,9290023.1,1.35,25.74,18.08,64.12,0,1.81,99.88,125.88
28-Mar-20,9290023.1,1.83,25.9,18.96,67.44,0,2.06,99.61,172.19
29-Mar-20,9290023.1,2.11,25.63,17.31,62.62,0,2.06,99.55,272.25
30-Mar-20,9290023.1,1.74,25.87,12.81,45.25,0,2.32,99.7,290.81
31-Mar-20,9290023.1,1.41,25.28,12.6,47.44,0,2.15,99.81,194.5
1-Apr-20,9290023.1,1.34,26.31,12.91,44.88,0,2.13,99.65,237.12
2-Apr-20,9290023.1,1.54,27.2,18.09,58.88,0.06,1.69,99.55,170.19
3-Apr-20,9583885.5,1.02,27.19,20.83,70.06,3.24,1.6,99.75,211.69
4-Apr-20,9583885.5,1.14,26.37,18.66,64.88,2.62,1.91,99.93,184.81
5-Apr-20,11595452.9,1.24,26.34,17.99,61.75,0.01,1.81,99.9,160.12
6-Apr-20,11595452.9,1.14,26.77,18,60.81,0,1.79,99.82,259
7-Apr-20,11595452.9,1.52,27.06,17.23,56.5,0,2,99.62,186.62
8-Apr-20,11595452.9,0.93,28.35,19.45,60.19,0.28,1.45,99.71,153.69
9-Apr-20,11595452.9,1.07,27.65,20.2,65.62,1.48,1.75,99.72,179.12
10-Apr-20,11595452.9,1.09,28.2,18.56,58.31,0.29,1.84,99.97,142.75
11-Apr-20,11595452.9,1.28,27.18,18.68,61.38,11.83,2.09,100.01,149.38
12-Apr-20,11595452.9,1.38,26.63,18.42,62.44,7.11,1.48,99.9,181.19
13-Apr-20,11595452.9,1.32,27.54,18.11,58.31,0.05,1.99,99.72,171.88
14-Apr-20,11595452.9,1.02,29.31,19.33,56.56,0,1.79,99.8,252.69
15-Apr-20,6216153.7,1.18,27.6,21.58,70.88,23.51,1.03,99.86,246.69
16-Apr-20,6216153.7,1,26.17,20.82,73.12,20.94,1.69,99.72,193.69
17-Apr-20,1466946.3,1.17,25.65,21.93,80.38,45.25,0.93,99.7,114.81
18-Apr-20,1466946.3,0.91,25.22,22.58,85.5,30.18,0.88,99.79,143.12
19-Apr-20,1466946.3,1.17,26.76,22.86,80.25,18.62,2.06,99.74,213.38
20-Apr-20,1466946.3,0.97,26.2,22.55,81,37.37,1.75,99.76,110.06
21-Apr-20,1466946.3,0.91,25.94,21.8,78.94,28.63,1.23,99.79,137.38
22-Apr-20,1466946.3,0.99,23.51,19.64,80.06,10.92,1.3,99.77,140.75
23-Apr-20,1466946.3,1.09,24.16,20.23,79.31,16.27,1.31,99.78,120.88
24-Apr-20,1466946.3,1.03,23.48,20.11,81.94,39.69,1.13,99.75,99.12
25-Apr-20,1466946.3,0.87,24.53,20.09,77.31,3.99,1.53,99.78,118.44
26-Apr-20,1466946.3,1.32,25.28,20.8,76.94,4.24,1.54,99.96,100.19
27-Apr-20,1420294.5,0.81,25.57,20.51,74.88,27.19,2.04,100.07,110.5
28-Apr-20,1420294.5,1.52,23.7,21.02,85.25,13.77,1.44,99.99,78.19
29-Apr-20,1372301.6,1.09,24.12,20.68,81.69,22.84,1.92,99.79,133
30-Apr-20,1372301.6,1.03,25.72,21.3,77.25,8.41,1.87,99.86,146.69
1-May-20,1372301.6,1.2,25.82,21.58,78,5.47,1.59,99.73,182.31
2-May-20,1372301.6,1.06,25.8,21.66,78.44,22.37,1.19,99.61,88.94
3-May-20,1372301.6,0.98,26.11,21.98,78.44,13.52,1.69,99.63,161.88
4-May-20,1372301.6,1.3,26.94,22.52,77.12,26.63,1.98,99.72,183.88
5-May-20,1372301.6,1.22,27.39,23.41,79.38,37.54,1.84,99.6,282.25
6-May-20,1372301.6,0.88,26.57,23.09,82.06,24.78,1.17,99.57,241.06
7-May-20,1372301.6,1.3,26.26,21.83,77.62,8.54,2.34,99.59,235.5
8-May-20,1372301.6,1.35,26.51,20.74,72.38,2.73,2.41,99.59,262.06
9-May-20,1620028.2,1.16,27.51,21.13,70,12.39,2.24,99.67,167.12
10-May-20,1620028.2,1.2,28.23,22.44,72.25,1.94,2.35,99.67,176.62
11-May-20,1620028.2,1.16,28.14,23.3,76.31,2.14,1.93,99.64,196.81
12-May-20,1620028.2,1.48,28.1,23.84,78.5,2.38,2.12,99.54,190.62
13-May-20,1620028.2,1.25,27.48,24.36,83.5,28.68,1.45,99.5,219.62
14-May-20,1620028.2,1.05,27.74,23.87,80.19,6.56,2.12,99.57,160.31
15-May-20,1620028.2,1.36,27.65,23.91,80.69,24.58,1.8,99.35,165.56
16-May-20,1620028.2,1.23,28.35,24.83,81.62,29.65,1.74,99.3,194.31
17-May-20,1620028.2,0.95,28.87,24.02,75.94,10.95,2.15,99.29,173.75
18-May-20,1620028.2,1.09,28.98,24.49,77.25,0.36,2.16,99.1,160.31
19-May-20,1620028.2,1.07,28.11,23.31,76.44,1.8,1.2,99.01,163.94
20-May-20,1620028.2,2.95,27.65,23.16,77.12,16.87,1.39,98.78,50.81
21-May-20,3050575.3,3.94,26.33,24.37,89,124.48,1.05,98.77,115
22-May-20,3050575.3,2.32,26.6,24.71,89.62,103.58,0.95,99.17,185.81
23-May-20,4457547.5,1.98,28.19,25.76,87.06,46.15,1.8,99.35,205.19
24-May-20,4457547.5,2.5,27.88,26.04,90.12,141.83,1.45,99.29,208.62
25-May-20,4457547.5,2.76,27.53,25.86,90.94,81.57,1.13,99.35,199.31
26-May-20,4457547.5,2.62,27.21,25.39,90.06,89.85,1.26,99.36,200.25
27-May-20,12506258.8,2.04,26.76,25.04,90.62,78.2,1.1,99.39,176.44
28-May-20,12506258.8,1.02,26.55,24.37,88.12,27.24,2.02,99.39,205.88
29-May-20,10395614.9,1.06,27.33,23.44,80.19,25.79,1.66,99.44,233.19
30-May-20,10395614.9,1.25,26.95,24.02,84.31,18.29,1.04,99.55,134.56
31-May-20,10395614.9,0.94,27.06,24.51,86.12,61.85,1.55,99.67,163.44
1-Jun-20,10395614.9,1.95,26.89,25.05,89.75,35.19,1.6,99.6,162.94
2-Jun-20,10558276.9,1.84,26.55,25.39,93.38,17.1,2,99.44,209.12
3-Jun-20,10558276.9,1.73,26.37,24.87,91.56,32.3,1.72,99.43,191.44
4-Jun-20,10558276.9,1.88,26.26,25.14,93.62,46.27,0.76,99.41,170.75
5-Jun-20,10558276.9,1.72,26.78,25.35,92,35.18,2.35,99.33,191.25
6-Jun-20,10558276.9,2.19,26.85,26,95.06,51.88,1.06,99.15,188.38
7-Jun-20,10558276.9,1.52,27.32,25.82,91.75,26.79,2.05,99.05,194.69
8-Jun-20,10558276.9,0.99,27.44,25.8,90.81,9.17,1.37,99.08,226.12
9-Jun-20,10558276.9,1.27,28.39,25.14,83.31,1.34,2.33,99.08,217.5
10-Jun-20,10558276.9,1.34,28.31,25.73,86.12,19.19,1.68,99.08,163.75
11-Jun-20,10558276.9,1.31,27.12,25.62,91.56,22.05,1.8,99.02,148.69
12-Jun-20,10558276.9,1.77,27.69,26.11,91.31,17.52,1.56,99.01,152.62
13-Jun-20,10558276.9,1.2,27.19,26.14,94,54.88,0.8,99.05,130.44
14-Jun-20,9189741.6,1.22,28.69,26.23,86.88,19.07,2.4,99.12,168.56
15-Jun-20,9189741.6,1.41,28.45,26.58,89.88,5.26,2.38,98.98,186.19
16-Jun-20,9189741.6,1.7,27.48,25.36,88.44,29.06,2.48,98.84,157.25
17-Jun-20,9189741.6,2.47,27.74,26.13,91.19,95.08,1.54,98.77,186.38
18-Jun-20,9189741.6,2.86,27.34,26.08,92.94,32.2,1.09,99.02,170.88
19-Jun-20,9189741.6,1.8,27.83,25.87,89.44,20.39,1.62,99.06,177.12
20-Jun-20,9189741.6,1.56,27.99,26.14,89.94,25.23,2.4,99.1,192.25
21-Jun-20,9189741.6,1.38,27.87,26.01,89.94,24.53,2.51,98.98,185.88
22-Jun-20,9189741.6,1.41,28.51,26.26,88,21.19,2.26,99.04,190.5
23-Jun-20,9189741.6,1.82,28.52,26.6,89.62,54.21,2.33,99.28,204.56
24-Jun-20,9189741.6,2.12,28.06,26.48,91.31,48.09,1.65,99.36,218.19
25-Jun-20,9189741.6,1.75,27.75,26.52,93.12,41.36,1.95,99.21,205.25
26-Jun-20,15954276.5,2.75,26.84,26.04,95.31,171.29,0.81,99.11,204.56
27-Jun-20,15954276.5,3.51,27.17,26.1,93.88,175.17,0.61,99.07,197.5
28-Jun-20,15954276.5,2.33,26.82,25.55,92.88,64.32,1.06,99.17,196.19
29-Jun-20,15954276.5,1.24,27.34,25.3,88.81,26.1,2.02,99.2,212.06
30-Jun-20,15954276.5,1.95,28.01,25.98,88.94,2.4,2.16,99.14,209.94
1-Jul-20,15954276.5,2.43,27.37,26.21,93.44,59,1.48,99.01,207.62
2-Jul-20,15954276.5,1.57,27.46,26.24,93.12,21.82,2.02,98.94,176.69
3-Jul-20,15954276.5,1.62,28.27,26.47,90.12,32.74,2.34,98.96,199.69
4-Jul-20,15954276.5,1.48,27.72,26.25,91.75,16.77,1.66,98.96,224.5
5-Jul-20,15954276.5,1.7,28.04,26.17,89.75,18.75,1.83,98.85,152
6-Jul-20,15954276.5,1.67,26.72,25.12,90.94,32.35,2.31,98.86,80
7-Jul-20,15954276.5,1.91,27.99,26.43,91.38,19.45,2.16,99.17,151.06
8-Jul-20,15134778.4,1.45,27.9,26.4,91.81,37.82,2.12,99.16,199.5
9-Jul-20,15134778.4,3.6,28.05,26.85,93.25,45.01,1.45,98.93,204.44
10-Jul-20,15134778.4,4.09,27.79,26.76,94.19,57.03,1.03,98.9,207.25
11-Jul-20,15134778.4,3.3,27.4,26.48,94.69,73.71,0.58,98.86,208.88
12-Jul-20,15134778.4,2.19,27.55,26.25,92.69,65.39,1.29,98.94,208.75
13-Jul-20,15134778.4,1.98,28.27,26.65,91.19,34.24,1.93,98.9,201.94
14-Jul-20,15134778.4,1.76,27.51,25.63,89.75,35.95,1.99,99.15,190.12
15-Jul-20,15134778.4,1.66,28.04,26.35,90.75,25.8,2.12,99.13,196.5
16-Jul-20,15528065.1,1.84,27.94,26.14,90.25,16.81,2.48,99.08,216
17-Jul-20,15528065.1,1.36,27.52,25.93,91.12,13.84,2.31,99.14,214.69
18-Jul-20,15528065.1,2.09,27.72,25.86,89.94,55.3,1.93,99.22,194.31
19-Jul-20,15528065.1,3.28,27.81,26.44,92.38,108.29,1.5,99.12,200.81
20-Jul-20,17284266.3,3.45,26.83,26,95.12,141.71,0.8,99.12,200.25
21-Jul-20,17284266.3,2.77,27.32,26.21,93.69,94.96,0.59,99.2,204.06
22-Jul-20,17056877.3,2.2,27.53,25.98,91.5,25.42,1.36,99.1,216.25
23-Jul-20,17056877.3,1.49,26.94,25.26,90.56,27.79,1.89,99.18,139.94
24-Jul-20,17056877.3,1.38,27.85,26.05,90.25,17.46,1.94,99.46,180.56
25-Jul-20,17056877.3,1.49,28.26,26.14,88.69,5.23,2.59,99.46,206.31
26-Jul-20,15624960,1.62,28.48,26.49,89.19,7.86,2.22,99.35,236.12
27-Jul-20,15624960,1.57,28.37,26.59,90.25,20.25,1.1,99.2,195.12
28-Jul-20,15624960,1.66,28.07,26.23,89.94,16.71,2.13,99.22,196.31
29-Jul-20,15624960,2.6,27.35,26.14,93.19,48.87,0.81,99.29,198.25
30-Jul-20,15624960,1.59,27.37,25.4,89.25,9.55,1.65,99.35,215.56
31-Jul-20,15624960,1.5,27.93,25.6,87.38,11.18,2.22,99.24,189.88
1-Aug-20,14460394.5,1.2,29.3,26.18,83.88,1.67,2.76,99.02,253.38
2-Aug-20,14460394.5,1.38,29.26,26.84,86.94,6.65,1.95,98.71,216.81
3-Aug-20,12143827.5,1.15,30.76,27.23,82.25,4.98,2.4,98.32,199.06
4-Aug-20,12143827.5,1.87,30.5,27.63,85,0.57,2.2,98.02,57.31
5-Aug-20,12143827.5,1.36,30.1,27.05,84.38,2.23,2.27,98.51,127.44
6-Aug-20,12143827.5,1.63,28.87,26.12,85.69,18.07,2.36,99.07,155.94
7-Aug-20,12143827.5,1.77,28.41,26.73,90.81,28.19,2.38,99.04,200.25
8-Aug-20,12143827.5,2.09,28.06,26.53,91.56,11.2,2.14,98.91,199.5
9-Aug-20,12143827.5,1.29,27.37,26.03,92.5,26.45,2.46,98.97,152.88
10-Aug-20,12143827.5,1.38,28.32,26.25,88.94,19.55,2.28,99.01,178.81
11-Aug-20,12143827.5,2.09,28.22,26.73,91.81,35.68,1.84,98.95,197
12-Aug-20,12143827.5,1.95,28.83,26.9,89.62,18.5,2.07,98.95,196.06
13-Aug-20,10293447.1,1.28,28.26,25.85,87.06,7.25,2.63,98.88,170.94
14-Aug-20,10293447.1,0.74,29.87,25.32,77.88,32.04,2.22,98.64,122.38
15-Aug-20,9909944.3,2,27.77,25.76,89,35.6,1.92,98.73,129.31
16-Aug-20,9909944.3,2.27,27.29,25.9,92.31,34.86,1.76,98.86,147
17-Aug-20,9909944.3,2.2,27.1,25.94,93.44,35.34,1.62,98.9,176.38
18-Aug-20,9909944.3,1.98,27.35,25.9,92,24.28,1.7,98.9,161.81
19-Aug-20,9909944.3,1.79,27.23,25.59,91,20.81,2.23,98.95,124.94
20-Aug-20,9909944.3,1.84,27.13,24.97,88.06,5.15,1.8,99.24,93.31
21-Aug-20,9909944.3,1.2,26.8,24.75,88.81,28.77,1.65,99.5,111.25
22-Aug-20,9909944.3,1.61,26.89,25.42,91.81,51.43,1.16,99.39,186.56
23-Aug-20,9909944.3,1.29,27.35,25.39,89.5,4.33,2.29,99.21,217.44
24-Aug-20,9909944.3,1.13,28.16,25.68,86.81,14.4,2.32,99.07,228.62
25-Aug-20,8585921.2,1.34,28.3,25.75,86.31,8.11,2.43,99.15,136.75
26-Aug-20,8585921.2,1.38,28.52,25.74,85.38,5.49,2.27,99.27,160.38
27-Aug-20,7940049.8,1.26,27.16,25.28,89.62,23.65,1.94,99.31,214.94
28-Aug-20,7940049.8,1.61,27.51,25.55,89.5,32.74,1.84,99.2,197.56
29-Aug-20,7940049.8,2.01,27.48,25.84,91,35.49,1.78,99.2,204.94
30-Aug-20,7940049.8,1.93,27.86,26.08,90.31,18.21,1.14,99.21,206
31-Aug-20,7940049.8,1.59,28.19,26.51,90.75,13.9,0.91,99.22,214.5
1-Sep-20,7940049.8,0.98,27.65,25.55,88.44,58.48,1.34,99.37,195.19
2-Sep-20,7940049.8,1.3,27.76,25.4,87.44,11.86,2.41,99.61,181.88
3-Sep-20,7940049.8,1.41,27.81,25.54,87.88,6.46,2.38,99.67,250.94
4-Sep-20,7940049.8,1.3,28.54,25.62,84.75,1.97,2.02,99.5,199.94
5-Sep-20,7940049.8,1.4,28.19,26.1,88.56,17.59,1.55,99.33,250.12
6-Sep-20,8415937.6,1.57,28.15,26.3,89.88,16.9,1.64,99.3,220.81
7-Sep-20,8415937.6,1.48,27.06,25.45,91,61.46,1.07,99.41,229.5
8-Sep-20,8167834.1,1.85,27.42,25.88,91.44,31.62,1.16,99.42,186.12
9-Sep-20,8167834.1,1.14,28.13,26.01,88.81,4.42,1.88,99.35,230.12
10-Sep-20,8167834.1,1.45,27.36,25.83,91.44,16.7,1.46,99.15,216.69
11-Sep-20,8167834.1,1.5,27.01,25.89,93.62,49.04,1.23,99.26,171.31
12-Sep-20,8167834.1,1.27,27.41,25.93,91.69,20.55,1.17,99.45,199.5
13-Sep-20,8167834.1,1.86,27.45,26.1,92.5,20.95,1.42,99.49,224.94
14-Sep-20,8167834.1,1.45,26.96,25.66,92.75,34.98,1.71,99.45,208.88
15-Sep-20,8167834.1,1.48,27.16,25.69,91.81,26.94,1.44,99.39,222.62
16-Sep-20,8167834.1,2.13,26.69,25.76,94.62,101.42,1.22,99.34,219.06
17-Sep-20,8167834.1,1.45,27.21,25.59,91.06,32.66,1.4,99.32,188.25
18-Sep-20,10432242,1.09,28.77,25.73,84.12,1.99,2.12,99.14,138.62
19-Sep-20,10432242,1.68,30.27,26.48,80.94,0.29,2.34,98.83,64.5
20-Sep-20,8556260.8,2.3,30.44,26.48,80.25,0.14,1.99,98.71,82.88
21-Sep-20,8556260.8,1.26,28.61,26.37,88,49.57,1.4,98.98,117.69
22-Sep-20,8556260.8,2.3,26.94,26.18,95.5,89.82,0.73,99.23,144.38
23-Sep-20,8556260.8,1.56,26.9,26.05,95.12,86.48,1.22,99.44,179.38
24-Sep-20,8556260.8,2.64,26.97,26.03,94.62,120.36,0.75,99.44,196.12
25-Sep-20,8556260.8,2.7,26.96,26.13,95.19,113.42,1.32,99.24,199.19
26-Sep-20,8556260.8,1.99,26.83,26.01,95.31,74.92,0.96,99.2,199.38
27-Sep-20,8556260.8,1.61,26.36,25.26,93.75,19.36,1.23,99.35,163.62
28-Sep-20,8556260.8,1.14,27.36,25.24,88.62,2.24,1.77,99.34,176.94
29-Sep-20,8556260.8,0.98,28.25,25.39,84.69,0.13,1.66,99.23,183.56
30-Sep-20,11002522.7,0.91,28.21,25.57,85.88,6.28,1.86,99.14,177.06
1-Oct-20,11002522.7,1.19,27.88,25.55,87.31,9.92,1.88,99.14,222.25
2-Oct-20,9401990.2,1.27,27.57,25.65,89.56,1.23,1.56,99.27,252.12
3-Oct-20,9401990.2,1.2,27.33,25.69,90.88,16.68,1.73,99.37,233.06
4-Oct-20,9401990.2,1.09,27.3,25.61,90.56,21.03,1.59,99.43,188.69
5-Oct-20,9401990.2,1.12,27.11,25.2,89.56,18.43,1.42,99.41,199.12
6-Oct-20,9401990.2,1.1,26.45,25.09,92.25,120.8,1.14,99.57,240.75
7-Oct-20,9401990.2,1.12,27.04,24.8,88,49.56,1.24,99.69,220.81
8-Oct-20,9401990.2,1.04,27.65,25.46,88.25,9.41,1.82,99.63,170.69
9-Oct-20,9401990.2,0.99,28.79,25.69,83.94,0.6,1.86,99.54,149.56
10-Oct-20,9401990.2,1.1,28.64,25.8,85,0.35,1.73,99.42,160.88
11-Oct-20,9401990.2,1.04,28.41,25.83,86.25,0.15,1.77,99.32,212.75
12-Oct-20,7280026.7,1.01,28.34,25.58,85.31,2.06,1.65,99.28,176.75
13-Oct-20,7280026.7,1.01,28.55,25.44,83.88,3.24,1.76,99.32,164.94
14-Oct-20,6771387.5,0.95,28.36,25.64,85.62,5.13,1.72,99.41,127.62
15-Oct-20,6771387.5,1.09,28.1,25.31,85.56,0.18,1.71,99.43,162.31
16-Oct-20,6771387.5,0.9,28.04,25.02,84.38,0,1.68,99.4,159.88
17-Oct-20,6771387.5,1.14,28.48,24.49,79.81,0.08,1.66,99.37,161.25
18-Oct-20,6771387.5,1.16,27.42,25.04,87.25,0.47,1.48,99.46,122
19-Oct-20,6771387.5,0.94,27.48,24.92,86.38,1.6,1.45,99.44,166.94
20-Oct-20,6771387.5,1.18,27.3,24.8,86.69,1.9,1.49,99.44,145
21-Oct-20,6771387.5,1.1,26.82,24.6,87.94,24.28,1.38,99.59,243.88
22-Oct-20,6771387.5,0.93,25.94,23.87,88.56,7.58,0.9,99.51,183.69
23-Oct-20,6771387.5,3.67,24.01,22.97,93.75,168.01,0.38,99.23,77.06
24-Oct-20,7650534.9,2.08,25.15,23.8,92.31,73.22,0.79,99.31,113.06
25-Oct-20,7650534.9,1.3,25.43,23.87,91.38,9.07,1.33,99.74,228.12
26-Oct-20,6560945.1,0.98,25.91,23.06,84.75,0.07,1.43,99.78,185.19
27-Oct-20,6560945.1,1.04,26.12,22.72,82.12,0,1.43,99.71,175.56
28-Oct-20,6560945.1,1.16,26.75,23.45,82.62,0,1.48,99.8,137.94
29-Oct-20,6560945.1,1.33,27.4,23.66,80.69,0.29,1.47,99.81,69.38
30-Oct-20,6560945.1,2.01,27.31,24.18,83.44,0.81,1.47,99.66,53.94
31-Oct-20,6560945.1,1.29,25.66,24.41,92.81,7.87,0.8,99.81,145.19
1-Nov-20,6560945.1,1.1,25.64,23.23,87,8.15,1.27,99.9,168.88
2-Nov-20,6560945.1,1.07,25.61,23.32,87.44,1.11,1.08,99.98,192.81
3-Nov-20,6560945.1,1.02,25.9,23.95,89.31,0.24,1.16,99.96,240.5
4-Nov-20,6560945.1,1.14,24.49,21.05,82.06,0.26,1.2,99.9,253.94
5-Nov-20,6028056.9,1.05,22.98,16.87,69.31,0.01,1.07,100.1,222.81
6-Nov-20,6028056.9,1.15,21.78,15.12,67.19,0,1.2,100.32,125.56
7-Nov-20,5585712.5,1.3,23.35,19.06,77.5,0,1.26,100.29,96.94
8-Nov-20,5585712.5,1.77,23.86,19.99,79.81,0,1.32,100.32,58.44
9-Nov-20,5585712.5,1.73,23.74,18.83,75.31,0,1.31,100.19,56.81
10-Nov-20,5585712.5,2,23.71,18.94,75.69,0,1.27,100.15,52
11-Nov-20,5585712.5,1.92,24.24,20.17,78.44,0,1.28,100.25,56.38
12-Nov-20,5585712.5,1.56,24.75,20.45,77.94,0,1.27,100.31,76.38
13-Nov-20,5585712.5,1.52,24.82,20.81,79.25,0,1.27,100.2,109
14-Nov-20,5585712.5,1.32,24.79,20.94,79.94,0,1.23,100.14,124.44
15-Nov-20,5585712.5,1.3,24.3,20.37,79.25,0,1.24,100.14,108.19
16-Nov-20,5585712.5,1.2,23.91,20.62,82.19,0,1.2,100.07,150.06
17-Nov-20,5393821.2,1.14,22.36,20.05,87.38,0.21,1.02,100,255.12
18-Nov-20,5393821.2,1.17,21.54,18.46,83.38,0.01,1.07,100.08,212
19-Nov-20,5536056.5,1.14,20.73,17.36,81.56,0,1.03,100.12,143.94
20-Nov-20,5536056.5,0.96,21.66,18.22,81.38,0,1.02,100.06,97.31
21-Nov-20,5536056.5,0.93,21.82,18.4,81.56,0.02,0.82,99.98,153.94
22-Nov-20,5536056.5,1.37,20.56,16.58,78.69,0.01,0.69,100.22,223.5
23-Nov-20,5536056.5,1.44,18.98,14.48,76.44,0,1.04,100.36,105.81
24-Nov-20,5536056.5,1.24,19.81,15.92,78.94,0,1.12,100.28,115.12
25-Nov-20,5536056.5,1.37,21.04,17.2,79.56,0,1.15,100.27,97.44
26-Nov-20,5536056.5,1.39,21.48,17.76,80.06,0,1.09,100.28,61.69
27-Nov-20,5536056.5,1.59,22,17.77,77.81,0,1.03,100.34,61.5
28-Nov-20,5536056.5,1.16,22.94,18.18,75.5,0,1.12,100.34,112.62
29-Nov-20,5375213.7,1.22,22.27,18.19,78.44,0,1.12,100.34,110.81
30-Nov-20,5375213.7,1.28,21.68,18.4,82.19,0,1.06,100.3,146.75
1-Dec-20,5273661.6,1.27,21.22,17.56,80.31,0,1.05,100.34,144.19
2-Dec-20,5273661.6,1.16,20.38,16.71,80,0,0.99,100.17,105.88
3-Dec-20,5273661.6,1.2,19.85,16.54,81.88,0,0.94,100.12,121.31
4-Dec-20,5273661.6,1.16,19.37,16.2,82.56,0,0.83,100.07,129.62
5-Dec-20,5273661.6,1.03,19.15,16.15,83.44,0.01,0.77,100.18,113.19
6-Dec-20,5273661.6,1.22,18.97,16.3,84.94,0,0.76,100.35,148.94
7-Dec-20,5273661.6,1.02,18.8,15.87,83.94,0,0.7,100.44,118.44
8-Dec-20,5273661.6,1.3,18.8,15.08,79.69,0,0.73,100.41,99.38
9-Dec-20,5273661.6,1.18,18.42,15.23,82.06,0,0.7,100.27,160.06
10-Dec-20,5273661.6,1.12,18.47,15.83,85.06,0.01,0.89,100.17,174
11-Dec-20,5341618,1.16,18.15,15.55,85.38,0,0.8,100.24,156.5
12-Dec-20,5341618,1.04,17.83,15.12,84.81,0,0.66,100.13,178.25
13-Dec-20,5470025.9,1.13,17.92,15.58,86.62,0,0.82,100,176.88
14-Dec-20,5470025.9,1.14,17.92,14.54,81.75,0,0.87,100.16,164.44
15-Dec-20,5470025.9,1.23,17.57,13.88,79.62,0,0.74,100.35,134.06
16-Dec-20,5470025.9,1.23,18.1,14.49,80.25,0,0.8,100.39,172.19
17-Dec-20,5470025.9,1.17,17.56,14.74,84.06,0,0.65,100.3,173.12
18-Dec-20,5470025.9,1.27,16.37,12.83,80.62,0,0.8,100.39,276.69
19-Dec-20,5470025.9,1.21,14.87,10.9,78.25,0,0.91,100.47,137.94
20-Dec-20,5470025.9,1.31,15.9,10.69,72.12,0,1.02,100.44,74.38
21-Dec-20,5470025.9,1.38,16.76,12.65,77.25,0,0.99,100.28,115.88
22-Dec-20,5470025.9,1.21,16.4,12.98,81.19,0,0.88,100.24,144.56
23-Dec-20,6366076.5,1.16,16.56,12.98,80.38,0,0.93,100.15,134.38
24-Dec-20,6366076.5,1.17,17.15,13.78,81.62,0,0.92,100.11,163.69
25-Dec-20,7382476.9,1.18,17.26,14.26,83.12,0,0.92,100.13,152.19
26-Dec-20,7382476.9,1.27,16.69,12.78,78.81,0,0.96,100.23,163.44
27-Dec-20,7382476.9,1.1,16.64,12.14,75.5,0,0.95,100.19,146.06
28-Dec-20,7382476.9,1.08,16.33,12.61,79.31,0,0.95,100.12,145.44
29-Dec-20,7382476.9,1.09,16.84,12.05,74.88,0,1,100.17,124.5
30-Dec-20,7382476.9,1.09,17.4,12.16,72.31,0,1.06,100.25,147.06
31-Dec-20,7382476.9,1.16,17.53,13.39,77.19,0,1.08,100.3,124.62
1-Jan-21,7382476.9,1.21,17.5,13.4,77.75,0,1.05,100.34,119.81
2-Jan-21,7382476.9,1.2,16.85,13.4,80.88,0,1.03,100.34,118.62
3-Jan-21,7382476.9,1.12,17.3,12.76,75.44,0,0.95,100.18,88.94
4-Jan-21,7668567.1,0.96,18.74,12.9,69.69,0,0.96,100.2,141.12
5-Jan-21,7668567.1,1.02,19.02,14.68,76.81,0,0.95,100.2,159
6-Jan-21,8470421.6,1.13,20.02,15.52,75.94,0,0.98,100.04,181.12
7-Jan-21,8470421.6,1.22,19.59,15.87,79.75,0,0.91,99.98,136.5
8-Jan-21,8470421.6,1.18,19.48,14.4,73.81,0,0.82,100.01,148.19
9-Jan-21,8470421.6,1.19,18,14.71,81.69,0,0.8,99.99,149
10-Jan-21,8470421.6,1.16,18.13,15.24,83.38,0,0.55,100.01,161.62
11-Jan-21,8470421.6,1.16,18.86,16.08,84.75,0,0.43,100.16,96.5
12-Jan-21,8470421.6,1.26,17.77,14.55,81.81,0,0.56,100.22,172.62
13-Jan-21,8470421.6,1.27,16.07,12.69,81.31,0,0.7,100.26,169.88
14-Jan-21,8470421.6,1.32,15.62,12.31,81.19,0,0.6,100.29,153.06
15-Jan-21,8470421.6,1.28,15.52,12.21,81.62,0,0.71,100.11,151.56
16-Jan-21,7628968.6,1.23,15.63,12.33,81.62,0,0.66,100.03,125.62
17-Jan-21,7628968.6,1.34,16.87,12.99,79.38,0,0.77,100.26,104.88
